id,video_id,segment_id,watch_url,start_time,end_time,content,embedding,created_at,metadata
b84e47a5-8e25-4009-9f04-849094ff46b2,iKKqOsAgCTg,10,https://www.youtube.com/watch?v=iKKqOsAgCTg&t=50,00:50.4,00:56.0,"a cosmological constant to his equation to counterbalance gravity and maintain a steady,",,2024-11-11 22:00:11.727+00,"{""video"":{""id"":""iKKqOsAgCTg"",""url"":""https://www.youtube.com/watch?v=iKKqOsAgCTg&t=50""},""source"":""youtube_transcript"",""segment"":{""id"":10,""timeframe"":""00:00:50.44-00:00:56.00""}}"
cae388fe-0a26-4388-8bba-2af66d0357a6,iKKqOsAgCTg,11,https://www.youtube.com/watch?v=iKKqOsAgCTg&t=56,00:56.0,01:01.9,"unchanging cosmos. This version of general relativity described a universe in equilibrium,",,2024-11-11 22:00:11.727+00,"{""video"":{""id"":""iKKqOsAgCTg"",""url"":""https://www.youtube.com/watch?v=iKKqOsAgCTg&t=56""},""source"":""youtube_transcript"",""segment"":{""id"":11,""timeframe"":""00:00:56.00-00:01:1.92""}}"
6f2b9af6-4d28-4e0f-8700-e2dd1d73d6b7,iKKqOsAgCTg,12,https://www.youtube.com/watch?v=iKKqOsAgCTg&t=61,01:01.9,01:07.8,"neither expanding nor contracting. However, during the 1920s, Georges Lemaitre and Alexander",,2024-11-11 22:00:11.727+00,"{""video"":{""id"":""iKKqOsAgCTg"",""url"":""https://www.youtube.com/watch?v=iKKqOsAgCTg&t=61""},""source"":""youtube_transcript"",""segment"":{""id"":12,""timeframe"":""00:01:1.92-00:01:7.80""}}"
8d5d11c4-98a3-46fa-9f91-326527f352cb,iKKqOsAgCTg,13,https://www.youtube.com/watch?v=iKKqOsAgCTg&t=67,01:07.8,01:12.6,Friedman independently found solutions to Einsteins equations without the assumption,,2024-11-11 22:00:11.727+00,"{""video"":{""id"":""iKKqOsAgCTg"",""url"":""https://www.youtube.com/watch?v=iKKqOsAgCTg&t=67""},""source"":""youtube_transcript"",""segment"":{""id"":13,""timeframe"":""00:01:7.80-00:01:12.56""}}"
e8b35e4c-a174-44b3-8293-65839d954be5,iKKqOsAgCTg,14,https://www.youtube.com/watch?v=iKKqOsAgCTg&t=72,01:12.6,01:18.6,"of a static universe. Their work revealed a dynamic cosmos, one that could either expand",,2024-11-11 22:00:11.727+00,"{""video"":{""id"":""iKKqOsAgCTg"",""url"":""https://www.youtube.com/watch?v=iKKqOsAgCTg&t=72""},""source"":""youtube_transcript"",""segment"":{""id"":14,""timeframe"":""00:01:12.56-00:01:18.64""}}"
be86a7f0-7d8b-44d0-a446-4de28d82dbd6,iKKqOsAgCTg,15,https://www.youtube.com/watch?v=iKKqOsAgCTg&t=78,01:18.6,01:25.1,or contract. These solutions laid the groundwork for what would become modern Big Bang cosmology.,,2024-11-11 22:00:11.727+00,"{""video"":{""id"":""iKKqOsAgCTg"",""url"":""https://www.youtube.com/watch?v=iKKqOsAgCTg&t=78""},""source"":""youtube_transcript"",""segment"":{""id"":15,""timeframe"":""00:01:18.64-00:01:25.12""}}"
c28032ae-0788-420f-b8b6-b188f728c7df,iKKqOsAgCTg,16,https://www.youtube.com/watch?v=iKKqOsAgCTg&t=85,01:25.1,01:29.8,"One of the key ideas to emerge from this is the concept of scale factor, which describes",,2024-11-11 22:00:11.727+00,"{""video"":{""id"":""iKKqOsAgCTg"",""url"":""https://www.youtube.com/watch?v=iKKqOsAgCTg&t=85""},""source"":""youtube_transcript"",""segment"":{""id"":16,""timeframe"":""00:01:25.12-00:01:29.84""}}"
6cab3f5d-ac2b-4de0-811f-d80c5bfd6868,iKKqOsAgCTg,17,https://www.youtube.com/watch?v=iKKqOsAgCTg&t=89,01:29.8,01:35.0,"how the size of the universe changes over time. As the universe expands, this scale",,2024-11-11 22:00:11.727+00,"{""video"":{""id"":""iKKqOsAgCTg"",""url"":""https://www.youtube.com/watch?v=iKKqOsAgCTg&t=89""},""source"":""youtube_transcript"",""segment"":{""id"":17,""timeframe"":""00:01:29.84-00:01:35.00""}}"
fb1d4d33-cd13-4819-9e60-5707576b7e60,iKKqOsAgCTg,18,https://www.youtube.com/watch?v=iKKqOsAgCTg&t=95,01:35.0,01:40.7,"factor increases and distances between points in space grow. Importantly, light travelling",,2024-11-11 22:00:11.727+00,"{""video"":{""id"":""iKKqOsAgCTg"",""url"":""https://www.youtube.com/watch?v=iKKqOsAgCTg&t=95""},""source"":""youtube_transcript"",""segment"":{""id"":18,""timeframe"":""00:01:35.00-00:01:40.74""}}"
2588686b-8966-43fa-8d82-acc421a81d79,iKKqOsAgCTg,19,https://www.youtube.com/watch?v=iKKqOsAgCTg&t=100,01:40.7,01:45.9,"through this expanding space is affected by this change in scale. For example, imagine",,2024-11-11 22:00:11.727+00,"{""video"":{""id"":""iKKqOsAgCTg"",""url"":""https://www.youtube.com/watch?v=iKKqOsAgCTg&t=100""},""source"":""youtube_transcript"",""segment"":{""id"":19,""timeframe"":""00:01:40.74-00:01:45.94""}}"
c6d17ed0-346e-4364-a671-cfb9a1fea6a7,iKKqOsAgCTg,20,https://www.youtube.com/watch?v=iKKqOsAgCTg&t=105,01:45.9,01:51.4,a photon emitted by a star or another cosmic event. That photon is linked to the state,,2024-11-11 22:00:11.727+00,"{""video"":{""id"":""iKKqOsAgCTg"",""url"":""https://www.youtube.com/watch?v=iKKqOsAgCTg&t=105""},""source"":""youtube_transcript"",""segment"":{""id"":20,""timeframe"":""00:01:45.94-00:01:51.36""}}"
05eea0f2-3401-4ce3-a8e7-c81d1eade189,iKKqOsAgCTg,21,https://www.youtube.com/watch?v=iKKqOsAgCTg&t=111,01:51.4,01:56.4,of spacetime at the moment of its creation. Its wavelength is set relative to the geometry,,2024-11-11 22:00:11.727+00,"{""video"":{""id"":""iKKqOsAgCTg"",""url"":""https://www.youtube.com/watch?v=iKKqOsAgCTg&t=111""},""source"":""youtube_transcript"",""segment"":{""id"":21,""timeframe"":""00:01:51.36-00:01:56.36""}}"
a5c2bfa4-1e75-4f7a-bb9d-36df0ae223ad,iKKqOsAgCTg,22,https://www.youtube.com/watch?v=iKKqOsAgCTg&t=116,01:56.4,02:01.5,"of spacetime at that time. As the universe expands, the spacetime through which the photon",,2024-11-11 22:00:11.727+00,"{""video"":{""id"":""iKKqOsAgCTg"",""url"":""https://www.youtube.com/watch?v=iKKqOsAgCTg&t=116""},""source"":""youtube_transcript"",""segment"":{""id"":22,""timeframe"":""00:01:56.36-00:02:1.46""}}"
57aa9375-cc0e-4acd-a364-fdb866ce9e98,iKKqOsAgCTg,23,https://www.youtube.com/watch?v=iKKqOsAgCTg&t=121,02:01.5,02:07.2,"travels stretches, and so does the photons wavelength. This phenomenon is known as cosmological",,2024-11-11 22:00:11.727+00,"{""video"":{""id"":""iKKqOsAgCTg"",""url"":""https://www.youtube.com/watch?v=iKKqOsAgCTg&t=121""},""source"":""youtube_transcript"",""segment"":{""id"":23,""timeframe"":""00:02:1.46-00:02:7.24""}}"
de9bf76a-3e60-42c8-aa55-5e828a196d81,iKKqOsAgCTg,24,https://www.youtube.com/watch?v=iKKqOsAgCTg&t=127,02:07.2,02:12.6,"redshift. To an observer in the present-day universe, a photon emitted long ago will have",,2024-11-11 22:00:11.727+00,"{""video"":{""id"":""iKKqOsAgCTg"",""url"":""https://www.youtube.com/watch?v=iKKqOsAgCTg&t=127""},""source"":""youtube_transcript"",""segment"":{""id"":24,""timeframe"":""00:02:7.24-00:02:12.64""}}"
23d87dac-c382-4e84-924e-7ff5aaefd08a,iKKqOsAgCTg,25,https://www.youtube.com/watch?v=iKKqOsAgCTg&t=132,02:12.6,02:18.3,a longer wavelength and thus be more redshifted than one emitted more recently. This redshift,,2024-11-11 22:00:11.727+00,"{""video"":{""id"":""iKKqOsAgCTg"",""url"":""https://www.youtube.com/watch?v=iKKqOsAgCTg&t=132""},""source"":""youtube_transcript"",""segment"":{""id"":25,""timeframe"":""00:02:12.64-00:02:18.28""}}"
f7a98359-32a9-4001-ad30-44c2fad0c1e1,iKKqOsAgCTg,26,https://www.youtube.com/watch?v=iKKqOsAgCTg&t=138,02:18.3,02:24.1,of light is a direct result of the increase in the universes scale factor over time.,,2024-11-11 22:00:11.727+00,"{""video"":{""id"":""iKKqOsAgCTg"",""url"":""https://www.youtube.com/watch?v=iKKqOsAgCTg&t=138""},""source"":""youtube_transcript"",""segment"":{""id"":26,""timeframe"":""00:02:18.28-00:02:24.08""}}"
396932ea-e22d-4f03-a5e2-2a9a4dcbd764,iKKqOsAgCTg,27,https://www.youtube.com/watch?v=iKKqOsAgCTg&t=144,02:24.1,02:28.5,"Now that we have discussed the underlying mechanism of expansion, lets turn our attention",,2024-11-11 22:00:11.727+00,"{""video"":{""id"":""iKKqOsAgCTg"",""url"":""https://www.youtube.com/watch?v=iKKqOsAgCTg&t=144""},""source"":""youtube_transcript"",""segment"":{""id"":27,""timeframe"":""00:02:24.08-00:02:28.54""}}"
6286e744-fbf7-42eb-9067-d7919ed9c463,iKKqOsAgCTg,28,https://www.youtube.com/watch?v=iKKqOsAgCTg&t=148,02:28.5,02:31.8,to the actual evidence supporting this idea.,,2024-11-11 22:00:11.727+00,"{""video"":{""id"":""iKKqOsAgCTg"",""url"":""https://www.youtube.com/watch?v=iKKqOsAgCTg&t=148""},""source"":""youtube_transcript"",""segment"":{""id"":28,""timeframe"":""00:02:28.54-00:02:31.82""}}"
f876fe96-9903-449d-ab9b-4f07cb66b62c,iKKqOsAgCTg,29,https://www.youtube.com/watch?v=iKKqOsAgCTg&t=151,02:31.8,02:36.1,The cornerstone of the expansion theory is Edwin Hubbles discovery of the linear relationship,,2024-11-11 22:00:11.727+00,"{""video"":{""id"":""iKKqOsAgCTg"",""url"":""https://www.youtube.com/watch?v=iKKqOsAgCTg&t=151""},""source"":""youtube_transcript"",""segment"":{""id"":29,""timeframe"":""00:02:31.82-00:02:36.08""}}"
e305d5f0-7f42-401a-8e51-69b1b50a4882,iKKqOsAgCTg,30,https://www.youtube.com/watch?v=iKKqOsAgCTg&t=156,02:36.1,02:40.6,between the redshift of galaxies and their distance from Earth. This relationship suggests,,2024-11-11 22:00:11.727+00,"{""video"":{""id"":""iKKqOsAgCTg"",""url"":""https://www.youtube.com/watch?v=iKKqOsAgCTg&t=156""},""source"":""youtube_transcript"",""segment"":{""id"":30,""timeframe"":""00:02:36.08-00:02:40.56""}}"
8a7d84ba-bc3d-44d7-b3bc-9ce9d29e7f0e,iKKqOsAgCTg,31,https://www.youtube.com/watch?v=iKKqOsAgCTg&t=160,02:40.6,02:45.6,"that the further away a galaxy is, the more its light has been redshifted. Importantly,",,2024-11-11 22:00:11.727+00,"{""video"":{""id"":""iKKqOsAgCTg"",""url"":""https://www.youtube.com/watch?v=iKKqOsAgCTg&t=160""},""source"":""youtube_transcript"",""segment"":{""id"":31,""timeframe"":""00:02:40.56-00:02:45.60""}}"
a1adc621-f5e3-4f6f-b0d3-7081bdc731f1,iKKqOsAgCTg,32,https://www.youtube.com/watch?v=iKKqOsAgCTg&t=165,02:45.6,02:51.0,"the redshift also implies that the light we observe today was emitted long ago, connecting",,2024-11-11 22:00:11.727+00,"{""video"":{""id"":""iKKqOsAgCTg"",""url"":""https://www.youtube.com/watch?v=iKKqOsAgCTg&t=165""},""source"":""youtube_transcript"",""segment"":{""id"":32,""timeframe"":""00:02:45.60-00:02:51.04""}}"
7ba79dce-a836-42a5-bf4d-fa73b92ee222,iKKqOsAgCTg,33,https://www.youtube.com/watch?v=iKKqOsAgCTg&t=171,02:51.0,02:55.6,"redshift not only to distance, but also to the passage of time.",,2024-11-11 22:00:11.727+00,"{""video"":{""id"":""iKKqOsAgCTg"",""url"":""https://www.youtube.com/watch?v=iKKqOsAgCTg&t=171""},""source"":""youtube_transcript"",""segment"":{""id"":33,""timeframe"":""00:02:51.04-00:02:55.64""}}"
e98cfa4f-2e3d-4ccd-9936-3cc56a644973,iKKqOsAgCTg,34,https://www.youtube.com/watch?v=iKKqOsAgCTg&t=175,02:55.6,02:59.9,"Hubbles discovery indicates that galaxies are receding from us, and if we assume the",,2024-11-11 22:00:11.727+00,"{""video"":{""id"":""iKKqOsAgCTg"",""url"":""https://www.youtube.com/watch?v=iKKqOsAgCTg&t=175""},""source"":""youtube_transcript"",""segment"":{""id"":34,""timeframe"":""00:02:55.64-00:02:59.92""}}"
2d63d3ab-9338-4aa0-ae54-907dd6fc4b9f,iKKqOsAgCTg,35,https://www.youtube.com/watch?v=iKKqOsAgCTg&t=179,02:59.9,03:04.4,"universe is expanding uniformly, the rate of this expansion is expressed by the Hubble",,2024-11-11 22:00:11.727+00,"{""video"":{""id"":""iKKqOsAgCTg"",""url"":""https://www.youtube.com/watch?v=iKKqOsAgCTg&t=179""},""source"":""youtube_transcript"",""segment"":{""id"":35,""timeframe"":""00:02:59.92-00:03:4.44""}}"
2cd7b6fd-169f-465b-8ea0-169bd885dc1a,iKKqOsAgCTg,36,https://www.youtube.com/watch?v=iKKqOsAgCTg&t=184,03:04.4,03:10.1,"constant. From this constant, we can infer the age of the universe, and gain insights",,2024-11-11 22:00:11.727+00,"{""video"":{""id"":""iKKqOsAgCTg"",""url"":""https://www.youtube.com/watch?v=iKKqOsAgCTg&t=184""},""source"":""youtube_transcript"",""segment"":{""id"":36,""timeframe"":""00:03:4.44-00:03:10.08""}}"
90a1efb7-bec9-420e-b144-95d840d37f8c,iKKqOsAgCTg,37,https://www.youtube.com/watch?v=iKKqOsAgCTg&t=190,03:10.1,03:13.0,into its large-scale behaviour.,,2024-11-11 22:00:11.727+00,"{""video"":{""id"":""iKKqOsAgCTg"",""url"":""https://www.youtube.com/watch?v=iKKqOsAgCTg&t=190""},""source"":""youtube_transcript"",""segment"":{""id"":37,""timeframe"":""00:03:10.08-00:03:12.96""}}"
98fa4352-1074-44f2-827b-6abc57e4ade7,iKKqOsAgCTg,38,https://www.youtube.com/watch?v=iKKqOsAgCTg&t=192,03:13.0,03:17.5,Its crucial to note that we cannot directly observe the expansion of space itself. All,,2024-11-11 22:00:11.727+00,"{""video"":{""id"":""iKKqOsAgCTg"",""url"":""https://www.youtube.com/watch?v=iKKqOsAgCTg&t=192""},""source"":""youtube_transcript"",""segment"":{""id"":38,""timeframe"":""00:03:12.96-00:03:17.52""}}"
12ff34e4-a3fe-4e0c-a584-5a1e0349c648,iKKqOsAgCTg,39,https://www.youtube.com/watch?v=iKKqOsAgCTg&t=197,03:17.5,03:23.5,"observations of expansion are indirect, primarily based on how light from distant galaxies is",,2024-11-11 22:00:11.727+00,"{""video"":{""id"":""iKKqOsAgCTg"",""url"":""https://www.youtube.com/watch?v=iKKqOsAgCTg&t=197""},""source"":""youtube_transcript"",""segment"":{""id"":39,""timeframe"":""00:03:17.52-00:03:23.52""}}"
ae278d30-3c42-4905-9623-4b8b8ac1b6c3,iKKqOsAgCTg,40,https://www.youtube.com/watch?v=iKKqOsAgCTg&t=203,03:23.5,03:28.8,redshifted. The interpretation that this redshift is caused by the expansion of space-time relies,,2024-11-11 22:00:11.727+00,"{""video"":{""id"":""iKKqOsAgCTg"",""url"":""https://www.youtube.com/watch?v=iKKqOsAgCTg&t=203""},""source"":""youtube_transcript"",""segment"":{""id"":40,""timeframe"":""00:03:23.52-00:03:28.76""}}"
7db79f69-b5ad-4cf9-a769-4061f859bcd8,iKKqOsAgCTg,41,https://www.youtube.com/watch?v=iKKqOsAgCTg&t=208,03:28.8,03:34.9,"heavily on a theoretical framework, specifically general relativity and cosmological models.",,2024-11-11 22:00:11.727+00,"{""video"":{""id"":""iKKqOsAgCTg"",""url"":""https://www.youtube.com/watch?v=iKKqOsAgCTg&t=208""},""source"":""youtube_transcript"",""segment"":{""id"":41,""timeframe"":""00:03:28.76-00:03:34.92""}}"
560cb61c-ce32-4cf9-9d9e-1d2ffd489ef8,iKKqOsAgCTg,42,https://www.youtube.com/watch?v=iKKqOsAgCTg&t=214,03:34.9,03:40.7,"However, for this interpretation to hold, several key assumptions must be made.",,2024-11-11 22:00:11.727+00,"{""video"":{""id"":""iKKqOsAgCTg"",""url"":""https://www.youtube.com/watch?v=iKKqOsAgCTg&t=214""},""source"":""youtube_transcript"",""segment"":{""id"":42,""timeframe"":""00:03:34.92-00:03:40.68""}}"
ee060d37-2444-4fb9-a4e2-095a4f5fb25c,iKKqOsAgCTg,43,https://www.youtube.com/watch?v=iKKqOsAgCTg&t=220,03:40.7,03:45.6,The framework assumes that Einsteins general relativity accurately describes the large-scale,,2024-11-11 22:00:11.727+00,"{""video"":{""id"":""iKKqOsAgCTg"",""url"":""https://www.youtube.com/watch?v=iKKqOsAgCTg&t=220""},""source"":""youtube_transcript"",""segment"":{""id"":43,""timeframe"":""00:03:40.68-00:03:45.64""}}"
f0e9a9b1-6b98-4282-a4b5-4f8c5a1ee3ee,iKKqOsAgCTg,44,https://www.youtube.com/watch?v=iKKqOsAgCTg&t=225,03:45.6,03:51.5,"dynamics of space-time, including how it behaves over cosmic distances.",,2024-11-11 22:00:11.727+00,"{""video"":{""id"":""iKKqOsAgCTg"",""url"":""https://www.youtube.com/watch?v=iKKqOsAgCTg&t=225""},""source"":""youtube_transcript"",""segment"":{""id"":44,""timeframe"":""00:03:45.64-00:03:51.46""}}"
1acabf42-66a8-45e1-b156-ee801257cdbd,iKKqOsAgCTg,45,https://www.youtube.com/watch?v=iKKqOsAgCTg&t=231,03:51.5,03:57.3,"Another critical assumption is that the universe, on large scales, is both homogenous and isotropic.",,2024-11-11 22:00:11.727+00,"{""video"":{""id"":""iKKqOsAgCTg"",""url"":""https://www.youtube.com/watch?v=iKKqOsAgCTg&t=231""},""source"":""youtube_transcript"",""segment"":{""id"":45,""timeframe"":""00:03:51.46-00:03:57.28""}}"
23ee14f9-2800-41f2-893a-5fd29b92cbd7,iKKqOsAgCTg,46,https://www.youtube.com/watch?v=iKKqOsAgCTg&t=237,03:57.3,04:02.0,"In other words, it looks the same in every direction and at every location, which is",,2024-11-11 22:00:11.727+00,"{""video"":{""id"":""iKKqOsAgCTg"",""url"":""https://www.youtube.com/watch?v=iKKqOsAgCTg&t=237""},""source"":""youtube_transcript"",""segment"":{""id"":46,""timeframe"":""00:03:57.28-00:04:2.00""}}"
cdacde56-53ba-41ce-8d44-917b9de66ef8,iKKqOsAgCTg,47,https://www.youtube.com/watch?v=iKKqOsAgCTg&t=242,04:02.0,04:06.0,a foundational premise of modern cosmology.,,2024-11-11 22:00:11.727+00,"{""video"":{""id"":""iKKqOsAgCTg"",""url"":""https://www.youtube.com/watch?v=iKKqOsAgCTg&t=242""},""source"":""youtube_transcript"",""segment"":{""id"":47,""timeframe"":""00:04:2.00-00:04:5.96""}}"
2f29bab2-f836-465b-b0ca-c57c3c09ae1b,iKKqOsAgCTg,48,https://www.youtube.com/watch?v=iKKqOsAgCTg&t=245,04:06.0,04:11.2,"Establishing the redshift-distance relationship, known as Hubbles law, also depends on accurately",,2024-11-11 22:00:11.727+00,"{""video"":{""id"":""iKKqOsAgCTg"",""url"":""https://www.youtube.com/watch?v=iKKqOsAgCTg&t=245""},""source"":""youtube_transcript"",""segment"":{""id"":48,""timeframe"":""00:04:5.96-00:04:11.24""}}"
d96c463e-7fe4-49a2-8666-a67cdf1e6889,iKKqOsAgCTg,49,https://www.youtube.com/watch?v=iKKqOsAgCTg&t=251,04:11.2,04:16.7,determining the distance to faraway galaxies. This is achieved through methods like using,,2024-11-11 22:00:11.727+00,"{""video"":{""id"":""iKKqOsAgCTg"",""url"":""https://www.youtube.com/watch?v=iKKqOsAgCTg&t=251""},""source"":""youtube_transcript"",""segment"":{""id"":49,""timeframe"":""00:04:11.24-00:04:16.66""}}"
cf392059-f9c7-4d6e-a662-a71cdaa27cda,iKKqOsAgCTg,50,https://www.youtube.com/watch?v=iKKqOsAgCTg&t=256,04:16.7,04:22.7,"standard candles, objects such as Seyfried variables and Type Ia supernovae. However,",,2024-11-11 22:00:11.727+00,"{""video"":{""id"":""iKKqOsAgCTg"",""url"":""https://www.youtube.com/watch?v=iKKqOsAgCTg&t=256""},""source"":""youtube_transcript"",""segment"":{""id"":50,""timeframe"":""00:04:16.66-00:04:22.68""}}"
9f857638-1c4f-4c6c-aa88-b62da0693050,iKKqOsAgCTg,51,https://www.youtube.com/watch?v=iKKqOsAgCTg&t=262,04:22.7,04:27.6,these methods rely on their own set of assumptions regarding intrinsic brightness of these objects,,2024-11-11 22:00:11.727+00,"{""video"":{""id"":""iKKqOsAgCTg"",""url"":""https://www.youtube.com/watch?v=iKKqOsAgCTg&t=262""},""source"":""youtube_transcript"",""segment"":{""id"":51,""timeframe"":""00:04:22.68-00:04:27.56""}}"
4d1a50fb-b420-4feb-bb6c-756f0b66ba15,iKKqOsAgCTg,52,https://www.youtube.com/watch?v=iKKqOsAgCTg&t=267,04:27.6,04:30.9,and their behaviour across vast distances.,,2024-11-11 22:00:11.727+00,"{""video"":{""id"":""iKKqOsAgCTg"",""url"":""https://www.youtube.com/watch?v=iKKqOsAgCTg&t=267""},""source"":""youtube_transcript"",""segment"":{""id"":52,""timeframe"":""00:04:27.56-00:04:30.92""}}"
bf37538e-5a6c-4699-8bed-4650e9f0c85c,iKKqOsAgCTg,53,https://www.youtube.com/watch?v=iKKqOsAgCTg&t=270,04:30.9,04:35.8,The concept that light stretches because space-time expands is a theoretical interpretation,,2024-11-11 22:00:11.727+00,"{""video"":{""id"":""iKKqOsAgCTg"",""url"":""https://www.youtube.com/watch?v=iKKqOsAgCTg&t=270""},""source"":""youtube_transcript"",""segment"":{""id"":53,""timeframe"":""00:04:30.92-00:04:35.80""}}"
75e2b013-14cc-4e0d-ba2a-cddb331c9b0e,iKKqOsAgCTg,54,https://www.youtube.com/watch?v=iKKqOsAgCTg&t=275,04:35.8,04:41.6,"developed to explain the observations. In a sense, this framework is reverse-engineered.",,2024-11-11 22:00:11.727+00,"{""video"":{""id"":""iKKqOsAgCTg"",""url"":""https://www.youtube.com/watch?v=iKKqOsAgCTg&t=275""},""source"":""youtube_transcript"",""segment"":{""id"":54,""timeframe"":""00:04:35.80-00:04:41.60""}}"
aa095361-e39c-479b-a962-2a23189f063a,iKKqOsAgCTg,55,https://www.youtube.com/watch?v=iKKqOsAgCTg&t=281,04:41.6,04:46.8,"We use the structure provided by general relativity to make sense of the data we observe, shaping",,2024-11-11 22:00:11.727+00,"{""video"":{""id"":""iKKqOsAgCTg"",""url"":""https://www.youtube.com/watch?v=iKKqOsAgCTg&t=281""},""source"":""youtube_transcript"",""segment"":{""id"":55,""timeframe"":""00:04:41.60-00:04:46.80""}}"
